x,y,count,duration_ms,start_ms,end_ms,duration_s,start_s,end_s,type
308.0,744.0,16,124,104777,104901,0.124,104.777,104.901,fixation
264.0,750.0,18,141,105060,105201,0.141,105.06,105.201,fixation
81.0,764.0,26,208,105635,105843,0.208,105.635,105.843,fixation
48.0,787.0,39,317,105968,106285,0.317,105.968,106.285,fixation
227.0,780.0,49,400,106326,106726,0.4,106.326,106.726,fixation
276.0,781.0,18,142,106743,106885,0.142,106.743,106.885,fixation
220.0,784.0,35,283,106910,107193,0.283,106.91,107.193,fixation
187.0,779.0,24,191,107260,107451,0.191,107.26,107.451,fixation
263.0,788.0,84,691,107493,108184,0.691,107.493,108.184,fixation
100.0,798.0,41,333,108235,108568,0.333,108.235,108.568,fixation
215.0,807.0,29,233,108610,108843,0.233,108.61,108.843,fixation
189.0,812.0,19,150,108868,109018,0.15,108.868,109.018,fixation
162.0,796.0,22,175,109226,109401,0.175,109.226,109.401,fixation
41.0,779.0,51,417,109459,109876,0.417,109.459,109.876,fixation
97.0,722.0,51,417,109901,110318,0.417,109.901,110.318,fixation
216.0,706.0,45,367,110359,110726,0.367,110.359,110.726,fixation
259.0,716.0,36,292,110776,111068,0.292,110.776,111.068,fixation
155.0,656.0,18,141,111118,111259,0.141,111.118,111.259,fixation
139.0,817.0,17,133,111301,111434,0.133,111.301,111.434,fixation
117.0,801.0,32,259,111459,111718,0.259,111.459,111.718,fixation
85.0,813.0,11,83,111751,111834,0.083,111.751,111.834,fixation
187.0,817.0,40,325,111934,112259,0.325,111.934,112.259,fixation
87.0,690.0,23,184,112292,112476,0.184,112.292,112.476,fixation
152.0,329.0,11,83,112776,112859,0.083,112.776,112.859,fixation
168.0,276.0,8,58,112976,113034,0.058,112.976,113.034,fixation
157.0,288.0,12,92,113242,113334,0.092,113.242,113.334,fixation
139.0,264.0,8,58,113459,113517,0.058,113.459,113.517,fixation
216.0,258.0,24,192,113542,113734,0.192,113.542,113.734,fixation
91.0,333.0,17,133,113776,113909,0.133,113.776,113.909,fixation
116.0,328.0,14,109,114017,114126,0.109,114.017,114.126,fixation
127.0,336.0,10,75,114176,114251,0.075,114.176,114.251,fixation
176.0,343.0,11,83,114276,114359,0.083,114.276,114.359,fixation
247.0,318.0,26,209,114517,114726,0.209,114.517,114.726,fixation
331.0,312.0,12,92,114925,115017,0.092,114.925,115.017,fixation
109.0,222.0,17,134,115175,115309,0.134,115.175,115.309,fixation
173.0,367.0,8,59,115350,115409,0.059,115.35,115.409,fixation
181.0,374.0,15,116,115459,115575,0.116,115.459,115.575,fixation
97.0,285.0,24,192,115650,115842,0.192,115.65,115.842,fixation
183.0,313.0,21,166,115884,116050,0.166,115.884,116.05,fixation
293.0,296.0,16,125,116150,116275,0.125,116.15,116.275,fixation
353.0,301.0,31,250,116300,116550,0.25,116.3,116.55,fixation
125.0,98.0,27,233,116967,117200,0.233,116.967,117.2,fixation
395.0,338.0,19,150,117275,117425,0.15,117.275,117.425,fixation
357.0,302.0,26,208,117484,117692,0.208,117.484,117.692,fixation
426.0,306.0,28,225,117717,117942,0.225,117.717,117.942,fixation
316.0,299.0,41,334,118050,118384,0.334,118.05,118.384,fixation
277.0,123.0,10,75,118434,118509,0.075,118.434,118.509,fixation
260.0,148.0,20,158,118850,119008,0.158,118.85,119.008,fixation
221.0,130.0,53,433,119042,119475,0.433,119.042,119.475,fixation
214.0,110.0,15,117,119500,119617,0.117,119.5,119.617,fixation
135.0,107.0,12,92,119733,119825,0.092,119.733,119.825,fixation
142.0,118.0,9,67,119883,119950,0.067,119.883,119.95,fixation
139.0,137.0,10,75,119975,120050,0.075,119.975,120.05,fixation
211.0,111.0,42,342,120250,120592,0.342,120.25,120.592,fixation
196.0,85.0,29,234,120658,120892,0.234,120.658,120.892,fixation
133.0,174.0,15,117,120933,121050,0.117,120.933,121.05,fixation
144.0,169.0,19,150,121100,121250,0.15,121.1,121.25,fixation
109.0,115.0,39,316,121367,121683,0.316,121.367,121.683,fixation
87.0,114.0,41,333,121925,122258,0.333,121.925,122.258,fixation
202.0,75.0,12,91,122517,122608,0.091,122.517,122.608,fixation
220.0,92.0,18,142,122633,122775,0.142,122.633,122.775,fixation
241.0,109.0,9,66,122800,122866,0.066,122.8,122.866,fixation
317.0,106.0,10,75,122983,123058,0.075,122.983,123.058,fixation
315.0,103.0,16,125,123108,123233,0.125,123.108,123.233,fixation
423.0,113.0,22,175,123350,123525,0.175,123.35,123.525,fixation
128.0,88.0,26,208,123575,123783,0.208,123.575,123.783,fixation
54.0,77.0,14,109,123916,124025,0.109,123.916,124.025,fixation
446.0,114.0,26,208,124200,124408,0.208,124.2,124.408,fixation
490.0,120.0,20,158,124600,124758,0.158,124.6,124.758,fixation
434.0,114.0,24,192,124783,124975,0.192,124.783,124.975,fixation
374.0,169.0,15,117,125108,125225,0.117,125.108,125.225,fixation
403.0,108.0,22,175,125366,125541,0.175,125.366,125.541,fixation
108.0,73.0,30,258,125591,125849,0.258,125.591,125.849,fixation
152.0,128.0,12,91,126158,126249,0.091,126.158,126.249,fixation
434.0,119.0,12,92,126316,126408,0.092,126.316,126.408,fixation
350.0,354.0,36,292,126774,127066,0.292,126.774,127.066,fixation
284.0,307.0,17,134,127249,127383,0.134,127.249,127.383,fixation
390.0,316.0,9,67,127449,127516,0.067,127.449,127.516,fixation
392.0,306.0,18,141,127533,127674,0.141,127.533,127.674,fixation
330.0,300.0,15,116,127708,127824,0.116,127.708,127.824,fixation
321.0,287.0,16,125,127849,127974,0.125,127.849,127.974,fixation
338.0,313.0,9,67,127991,128058,0.067,127.991,128.058,fixation
393.0,298.0,20,158,128216,128374,0.158,128.216,128.374,fixation
434.0,306.0,11,83,128408,128491,0.083,128.408,128.491,fixation
113.0,296.0,15,117,128649,128766,0.117,128.649,128.766,fixation
203.0,289.0,56,458,128808,129266,0.458,128.808,129.266,fixation
63.0,277.0,44,358,129424,129782,0.358,129.424,129.782,fixation
109.0,292.0,31,250,129807,130057,0.25,129.807,130.057,fixation
75.0,291.0,34,275,130074,130349,0.275,130.074,130.349,fixation
166.0,295.0,21,167,130407,130574,0.167,130.407,130.574,fixation
159.0,290.0,21,166,130616,130782,0.166,130.616,130.782,fixation
108.0,303.0,31,250,130849,131099,0.25,130.849,131.099,fixation
77.0,285.0,25,200,131124,131324,0.2,131.124,131.324,fixation
220.0,305.0,19,150,131441,131591,0.15,131.441,131.591,fixation
253.0,312.0,24,191,131616,131807,0.191,131.616,131.807,fixation
88.0,309.0,12,91,131841,131932,0.091,131.841,131.932,fixation
89.0,306.0,29,233,132024,132257,0.233,132.024,132.257,fixation
157.0,313.0,18,142,132290,132432,0.142,132.29,132.432,fixation
252.0,291.0,40,325,132474,132799,0.325,132.474,132.799,fixation
381.0,295.0,15,117,132840,132957,0.117,132.84,132.957,fixation
390.0,294.0,12,92,133007,133099,0.092,133.007,133.099,fixation
341.0,302.0,19,367,133140,133507,0.367,133.14,133.507,fixation
448.0,309.0,10,75,133615,133690,0.075,133.615,133.69,fixation
439.0,281.0,10,75,133707,133782,0.075,133.707,133.782,fixation
386.0,283.0,17,133,133857,133990,0.133,133.857,133.99,fixation
291.0,310.0,26,208,134032,134240,0.208,134.032,134.24,fixation
69.0,297.0,8,75,134282,134357,0.075,134.282,134.357,fixation
44.0,285.0,16,125,134382,134507,0.125,134.382,134.507,fixation
104.0,300.0,45,367,134540,134907,0.367,134.54,134.907,fixation
108.0,288.0,10,75,134957,135032,0.075,134.957,135.032,fixation
264.0,312.0,22,175,135082,135257,0.175,135.082,135.257,fixation
325.0,315.0,40,326,135373,135699,0.326,135.373,135.699,fixation
338.0,316.0,9,67,135715,135782,0.067,135.715,135.782,fixation
254.0,312.0,55,450,135832,136282,0.45,135.832,136.282,fixation
191.0,273.0,29,234,136348,136582,0.234,136.348,136.582,fixation
123.0,352.0,22,175,136615,136790,0.175,136.615,136.79,fixation
138.0,336.0,8,58,136807,136865,0.058,136.807,136.865,fixation
117.0,314.0,9,66,136957,137023,0.066,136.957,137.023,fixation
234.0,317.0,19,150,137157,137307,0.15,137.157,137.307,fixation
340.0,349.0,10,75,137407,137482,0.075,137.407,137.482,fixation
305.0,337.0,8,58,137582,137640,0.058,137.582,137.64,fixation
324.0,332.0,25,200,137857,138057,0.2,137.857,138.057,fixation
350.0,304.0,15,117,138248,138365,0.117,138.248,138.365,fixation
228.0,280.0,20,159,138431,138590,0.159,138.431,138.59,fixation
132.0,364.0,9,67,138631,138698,0.067,138.631,138.698,fixation
142.0,276.0,13,100,138956,139056,0.1,138.956,139.056,fixation
150.0,289.0,15,117,139131,139248,0.117,139.131,139.248,fixation
156.0,291.0,10,75,139265,139340,0.075,139.265,139.34,fixation
360.0,353.0,17,133,139398,139531,0.133,139.398,139.531,fixation
359.0,343.0,25,200,139556,139756,0.2,139.556,139.756,fixation
727.0,283.0,26,208,140190,140398,0.208,140.19,140.398,fixation
318.0,321.0,18,142,140814,140956,0.142,140.814,140.956,fixation
317.0,298.0,40,325,140981,141306,0.325,140.981,141.306,fixation
103.0,320.0,21,167,141464,141631,0.167,141.464,141.631,fixation
443.0,121.0,17,133,141723,141856,0.133,141.723,141.856,fixation
231.0,131.0,16,125,142089,142214,0.125,142.089,142.214,fixation
139.0,111.0,8,58,142398,142456,0.058,142.398,142.456,fixation
102.0,110.0,25,200,142498,142698,0.2,142.498,142.698,fixation
628.0,301.0,19,150,142981,143131,0.15,142.981,143.131,fixation
178.0,331.0,10,75,143331,143406,0.075,143.331,143.406,fixation
307.0,293.0,10,75,143856,143931,0.075,143.856,143.931,fixation
171.0,396.0,14,108,143981,144089,0.108,143.981,144.089,fixation
368.0,386.0,18,142,144189,144331,0.142,144.189,144.331,fixation
355.0,364.0,26,209,144372,144581,0.209,144.372,144.581,fixation
489.0,351.0,10,75,144664,144739,0.075,144.664,144.739,fixation
483.0,342.0,22,175,144906,145081,0.175,144.906,145.081,fixation
375.0,426.0,26,208,145139,145347,0.208,145.139,145.347,fixation
100.0,412.0,11,84,145422,145506,0.084,145.422,145.506,fixation
124.0,430.0,10,75,145531,145606,0.075,145.531,145.606,fixation
206.0,412.0,20,158,145681,145839,0.158,145.681,145.839,fixation
426.0,382.0,13,100,145972,146072,0.1,145.972,146.072,fixation
171.0,331.0,8,59,146297,146356,0.059,146.297,146.356,fixation
221.0,339.0,19,150,146456,146606,0.15,146.456,146.606,fixation
645.0,253.0,25,200,146672,146872,0.2,146.672,146.872,fixation
164.0,687.0,15,116,146939,147055,0.116,146.939,147.055,fixation
235.0,704.0,22,175,147139,147314,0.175,147.139,147.314,fixation
275.0,776.0,39,316,147539,147855,0.316,147.539,147.855,fixation
58.0,785.0,58,475,147905,148380,0.475,147.905,148.38,fixation
264.0,796.0,28,225,148422,148647,0.225,148.422,148.647,fixation
212.0,818.0,15,116,148689,148805,0.116,148.689,148.805,fixation
163.0,830.0,14,108,148914,149022,0.108,148.914,149.022,fixation
40.0,829.0,20,158,149064,149222,0.158,149.064,149.222,fixation
227.0,794.0,24,192,149397,149589,0.192,149.397,149.589,fixation
264.0,797.0,24,192,149622,149814,0.192,149.622,149.814,fixation
261.0,799.0,29,233,149864,150097,0.233,149.864,150.097,fixation
70.0,815.0,23,184,150138,150322,0.184,150.138,150.322,fixation
176.0,814.0,20,158,150455,150613,0.158,150.455,150.613,fixation
222.0,791.0,28,225,150638,150863,0.225,150.638,150.863,fixation
273.0,784.0,32,258,150905,151163,0.258,150.905,151.163,fixation
91.0,782.0,30,242,151405,151647,0.242,151.405,151.647,fixation
74.0,807.0,25,200,151680,151880,0.2,151.68,151.88,fixation
255.0,814.0,37,300,151922,152222,0.3,151.922,152.222,fixation
204.0,803.0,84,691,152247,152938,0.691,152.247,152.938,fixation
83.0,781.0,42,341,152980,153321,0.341,152.98,153.321,fixation
219.0,780.0,17,133,153363,153496,0.133,153.363,153.496,fixation
85.0,777.0,28,225,153655,153880,0.225,153.655,153.88,fixation
228.0,282.0,10,75,153963,154038,0.075,153.963,154.038,fixation
251.0,296.0,14,108,154063,154171,0.108,154.063,154.171,fixation
114.0,226.0,19,150,154246,154396,0.15,154.246,154.396,fixation
202.0,406.0,8,58,154588,154646,0.058,154.588,154.646,fixation
151.0,343.0,23,183,154755,154938,0.183,154.755,154.938,fixation
211.0,479.0,27,217,155038,155255,0.217,155.038,155.255,fixation
201.0,524.0,16,125,155313,155438,0.125,155.313,155.438,fixation
182.0,616.0,15,116,155480,155596,0.116,155.48,155.596,fixation
171.0,583.0,23,183,155630,155813,0.183,155.63,155.813,fixation
147.0,641.0,45,367,155838,156205,0.367,155.838,156.205,fixation
274.0,628.0,12,91,156238,156329,0.091,156.238,156.329,fixation
265.0,623.0,15,116,156355,156471,0.116,156.355,156.471,fixation
422.0,629.0,16,125,156513,156638,0.125,156.513,156.638,fixation
179.0,652.0,26,225,156679,156904,0.225,156.679,156.904,fixation
233.0,649.0,13,100,156929,157029,0.1,156.929,157.029,fixation
145.0,658.0,13,100,157063,157163,0.1,157.063,157.163,fixation
182.0,657.0,23,183,157313,157496,0.183,157.313,157.496,fixation
256.0,653.0,41,334,157529,157863,0.334,157.529,157.863,fixation
469.0,640.0,9,67,157921,157988,0.067,157.921,157.988,fixation
454.0,623.0,16,125,158013,158138,0.125,158.013,158.138,fixation
433.0,630.0,60,492,158171,158663,0.492,158.171,158.663,fixation
277.0,654.0,8,58,158763,158821,0.058,158.763,158.821,fixation
273.0,611.0,8,58,159021,159079,0.058,159.021,159.079,fixation
253.0,646.0,30,242,159104,159346,0.242,159.104,159.346,fixation
278.0,264.0,34,275,159412,159687,0.275,159.412,159.687,fixation
241.0,245.0,24,192,159712,159904,0.192,159.712,159.904,fixation
63.0,244.0,18,141,160096,160237,0.141,160.096,160.237,fixation
68.0,238.0,12,92,160279,160371,0.092,160.279,160.371,fixation
289.0,428.0,11,83,160654,160737,0.083,160.654,160.737,fixation
314.0,365.0,33,266,160771,161037,0.266,160.771,161.037,fixation
354.0,720.0,14,109,161170,161279,0.109,161.17,161.279,fixation
371.0,623.0,17,134,161320,161454,0.134,161.32,161.454,fixation
450.0,620.0,24,191,161479,161670,0.191,161.479,161.67,fixation
225.0,645.0,19,150,161737,161887,0.15,161.737,161.887,fixation
108.0,653.0,14,108,161929,162037,0.108,161.929,162.037,fixation
73.0,649.0,38,308,162062,162370,0.308,162.062,162.37,fixation
319.0,229.0,25,200,163187,163387,0.2,163.187,163.387,fixation
163.0,284.0,10,75,163529,163604,0.075,163.529,163.604,fixation
117.0,264.0,15,116,163879,163995,0.116,163.879,163.995,fixation
107.0,286.0,30,241,164254,164495,0.241,164.254,164.495,fixation
124.0,297.0,12,91,164537,164628,0.091,164.537,164.628,fixation
184.0,322.0,24,192,164678,164870,0.192,164.678,164.87,fixation
419.0,324.0,18,142,165095,165237,0.142,165.095,165.237,fixation
337.0,303.0,12,92,165270,165362,0.092,165.27,165.362,fixation
340.0,310.0,13,100,165420,165520,0.1,165.42,165.52,fixation
276.0,307.0,11,83,165545,165628,0.083,165.545,165.628,fixation
288.0,324.0,8,59,165653,165712,0.059,165.653,165.712,fixation
61.0,377.0,14,108,165795,165903,0.108,165.795,165.903,fixation
113.0,352.0,18,141,165962,166103,0.141,165.962,166.103,fixation
246.0,367.0,23,183,166170,166353,0.183,166.17,166.353,fixation
199.0,357.0,25,200,166470,166670,0.2,166.47,166.67,fixation
247.0,371.0,30,241,166762,167003,0.241,166.762,167.003,fixation
479.0,363.0,18,142,167536,167678,0.142,167.536,167.678,fixation
284.0,354.0,17,134,168011,168145,0.134,168.011,168.145,fixation
644.0,230.0,21,167,168261,168428,0.167,168.261,168.428,fixation
629.0,268.0,31,250,168461,168711,0.25,168.461,168.711,fixation
606.0,279.0,22,175,168728,168903,0.175,168.728,168.903,fixation
711.0,281.0,23,183,168953,169136,0.183,168.953,169.136,fixation
659.0,284.0,22,175,169261,169436,0.175,169.261,169.436,fixation
673.0,301.0,12,92,169461,169553,0.092,169.461,169.553,fixation
364.0,317.0,8,59,169686,169745,0.059,169.686,169.745,fixation
342.0,288.0,34,275,170020,170295,0.275,170.02,170.295,fixation
346.0,308.0,16,125,170319,170444,0.125,170.319,170.444,fixation
351.0,310.0,31,250,170511,170761,0.25,170.511,170.761,fixation
441.0,311.0,27,216,170803,171019,0.216,170.803,171.019,fixation
378.0,304.0,12,92,171069,171161,0.092,171.069,171.161,fixation
364.0,283.0,8,58,171178,171236,0.058,171.178,171.236,fixation
331.0,314.0,37,300,171303,171603,0.3,171.303,171.603,fixation
179.0,311.0,18,142,171661,171803,0.142,171.661,171.803,fixation
105.0,305.0,24,192,172011,172203,0.192,172.011,172.203,fixation
258.0,323.0,30,241,172253,172494,0.241,172.253,172.494,fixation
172.0,308.0,21,166,172628,172794,0.166,172.628,172.794,fixation
182.0,325.0,8,59,172819,172878,0.059,172.819,172.878,fixation
130.0,342.0,11,83,173011,173094,0.083,173.011,173.094,fixation
121.0,326.0,17,133,173119,173252,0.133,173.119,173.252,fixation
374.0,339.0,14,108,173311,173419,0.108,173.311,173.419,fixation
463.0,135.0,25,200,173727,173927,0.2,173.727,173.927,fixation
394.0,106.0,27,217,173969,174186,0.217,173.969,174.186,fixation
297.0,95.0,10,75,174302,174377,0.075,174.302,174.377,fixation
85.0,133.0,22,175,174477,174652,0.175,174.477,174.652,fixation
229.0,174.0,12,92,174802,174894,0.092,174.802,174.894,fixation
238.0,170.0,42,342,174919,175261,0.342,174.919,175.261,fixation
255.0,385.0,11,83,175319,175402,0.083,175.319,175.402,fixation
175.0,330.0,18,150,175452,175602,0.15,175.452,175.602,fixation
136.0,293.0,8,58,175644,175702,0.058,175.644,175.702,fixation
161.0,313.0,21,167,175727,175894,0.167,175.727,175.894,fixation
344.0,293.0,16,125,175952,176077,0.125,175.952,176.077,fixation
332.0,282.0,31,250,176177,176427,0.25,176.177,176.427,fixation
325.0,299.0,9,66,176494,176560,0.066,176.494,176.56,fixation
327.0,296.0,13,100,176752,176852,0.1,176.752,176.852,fixation
121.0,312.0,12,91,177094,177185,0.091,177.094,177.185,fixation
111.0,307.0,19,150,177277,177427,0.15,177.277,177.427,fixation
109.0,302.0,9,67,177477,177544,0.067,177.477,177.544,fixation
310.0,348.0,13,100,177585,177685,0.1,177.585,177.685,fixation
289.0,317.0,12,92,177710,177802,0.092,177.71,177.802,fixation
287.0,309.0,15,117,177852,177969,0.117,177.852,177.969,fixation
376.0,300.0,30,241,178144,178385,0.241,178.144,178.385,fixation
378.0,294.0,16,125,178427,178552,0.125,178.427,178.552,fixation
300.0,318.0,15,117,178960,179077,0.117,178.96,179.077,fixation
123.0,284.0,10,75,179127,179202,0.075,179.127,179.202,fixation
250.0,318.0,12,91,179452,179543,0.091,179.452,179.543,fixation
394.0,299.0,14,109,179743,179852,0.109,179.743,179.852,fixation
347.0,298.0,8,59,179868,179927,0.059,179.868,179.927,fixation
345.0,300.0,19,149,180227,180376,0.149,180.227,180.376,fixation
121.0,304.0,15,116,180535,180651,0.116,180.535,180.651,fixation
327.0,318.0,27,217,180818,181035,0.217,180.818,181.035,fixation
413.0,306.0,17,133,181168,181301,0.133,181.168,181.301,fixation
404.0,291.0,25,200,181326,181526,0.2,181.326,181.526,fixation
421.0,310.0,10,75,181551,181626,0.075,181.551,181.626,fixation
561.0,134.0,36,292,181676,181968,0.292,181.676,181.968,fixation
406.0,135.0,10,75,182151,182226,0.075,182.151,182.226,fixation
258.0,180.0,23,183,182293,182476,0.183,182.293,182.476,fixation
318.0,487.0,8,58,182818,182876,0.058,182.818,182.876,fixation
319.0,522.0,12,92,182901,182993,0.092,182.901,182.993,fixation
107.0,521.0,10,74,183110,183184,0.074,183.11,183.184,fixation
72.0,516.0,22,175,183234,183409,0.175,183.234,183.409,fixation
289.0,518.0,18,142,183559,183701,0.142,183.559,183.701,fixation
400.0,509.0,24,191,183843,184034,0.191,183.843,184.034,fixation
495.0,511.0,24,191,184068,184259,0.191,184.068,184.259,fixation
484.0,515.0,18,141,184293,184434,0.141,184.293,184.434,fixation
448.0,497.0,8,58,184468,184526,0.058,184.468,184.526,fixation
287.0,575.0,20,158,184568,184726,0.158,184.568,184.726,fixation
405.0,586.0,25,200,184851,185051,0.2,184.851,185.051,fixation
487.0,584.0,16,125,185168,185293,0.125,185.168,185.293,fixation
590.0,583.0,31,266,185318,185584,0.266,185.318,185.584,fixation
645.0,581.0,18,142,185609,185751,0.142,185.609,185.751,fixation
106.0,605.0,14,108,185884,185992,0.108,185.884,185.992,fixation
160.0,603.0,8,59,186067,186126,0.059,186.067,186.126,fixation
164.0,609.0,32,259,186142,186401,0.259,186.142,186.401,fixation
361.0,617.0,19,150,186442,186592,0.15,186.442,186.592,fixation
277.0,609.0,23,183,186659,186842,0.183,186.659,186.842,fixation
253.0,601.0,50,409,186867,187276,0.409,186.867,187.276,fixation
223.0,649.0,20,158,187384,187542,0.158,187.384,187.542,fixation
128.0,648.0,38,308,187651,187959,0.308,187.651,187.959,fixation
236.0,709.0,17,133,188001,188134,0.133,188.001,188.134,fixation
229.0,703.0,22,175,188184,188359,0.175,188.184,188.359,fixation
364.0,744.0,29,233,188392,188625,0.233,188.392,188.625,fixation
139.0,782.0,58,475,188675,189150,0.475,188.675,189.15,fixation
298.0,593.0,8,58,189517,189575,0.058,189.517,189.575,fixation
169.0,627.0,13,100,189700,189800,0.1,189.7,189.8,fixation
168.0,619.0,33,267,189850,190117,0.267,189.85,190.117,fixation
487.0,609.0,18,142,190167,190309,0.142,190.167,190.309,fixation
498.0,605.0,12,92,190325,190417,0.092,190.325,190.417,fixation
408.0,598.0,18,142,190525,190667,0.142,190.525,190.667,fixation
204.0,604.0,9,67,191233,191300,0.067,191.233,191.3,fixation
217.0,615.0,17,133,191325,191458,0.133,191.325,191.458,fixation
261.0,395.0,23,183,191617,191800,0.183,191.617,191.8,fixation
174.0,413.0,8,58,191867,191925,0.058,191.867,191.925,fixation
162.0,422.0,39,317,192008,192325,0.317,192.008,192.325,fixation
178.0,439.0,8,58,192350,192408,0.058,192.35,192.408,fixation
356.0,424.0,25,200,192475,192675,0.2,192.475,192.675,fixation
463.0,408.0,40,325,192742,193067,0.325,192.742,193.067,fixation
552.0,400.0,12,91,193125,193216,0.091,193.125,193.216,fixation
80.0,416.0,10,75,193267,193342,0.075,193.267,193.342,fixation
87.0,423.0,11,84,193366,193450,0.084,193.366,193.45,fixation
126.0,448.0,22,175,193575,193750,0.175,193.575,193.75,fixation
112.0,424.0,25,200,193775,193975,0.2,193.775,193.975,fixation
65.0,428.0,9,67,194041,194108,0.067,194.041,194.108,fixation
236.0,320.0,71,583,194258,194841,0.583,194.258,194.841,fixation
112.0,257.0,16,125,194975,195100,0.125,194.975,195.1,fixation
127.0,281.0,52,425,195116,195541,0.425,195.116,195.541,fixation
268.0,306.0,23,184,195741,195925,0.184,195.741,195.925,fixation
407.0,280.0,18,141,196108,196249,0.141,196.108,196.249,fixation
379.0,279.0,13,100,196308,196408,0.1,196.308,196.408,fixation
325.0,303.0,32,258,196458,196716,0.258,196.458,196.716,fixation
294.0,322.0,9,66,196733,196799,0.066,196.733,196.799,fixation
297.0,310.0,16,125,196849,196974,0.125,196.849,196.974,fixation
121.0,298.0,19,150,197283,197433,0.15,197.283,197.433,fixation
323.0,312.0,18,142,197566,197708,0.142,197.566,197.708,fixation
321.0,297.0,42,342,197724,198066,0.342,197.724,198.066,fixation
626.0,262.0,13,100,198166,198266,0.1,198.166,198.266,fixation
559.0,291.0,12,91,198408,198499,0.091,198.408,198.499,fixation
122.0,339.0,8,58,198674,198732,0.058,198.674,198.732,fixation
180.0,353.0,32,259,198832,199091,0.259,198.832,199.091,fixation
318.0,325.0,18,142,199224,199366,0.142,199.224,199.366,fixation
294.0,280.0,13,100,199632,199732,0.1,199.632,199.732,fixation
278.0,251.0,8,58,199866,199924,0.058,199.866,199.924,fixation
364.0,303.0,9,67,200249,200316,0.067,200.249,200.316,fixation
337.0,266.0,40,325,200732,201057,0.325,200.732,201.057,fixation
436.0,260.0,17,134,201090,201224,0.134,201.09,201.224,fixation
456.0,279.0,13,100,201249,201349,0.1,201.249,201.349,fixation
226.0,262.0,33,267,201432,201699,0.267,201.432,201.699,fixation
237.0,282.0,8,59,201740,201799,0.059,201.74,201.799,fixation
167.0,279.0,14,109,201840,201949,0.109,201.84,201.949,fixation
173.0,282.0,24,191,201974,202165,0.191,201.974,202.165,fixation
179.0,288.0,53,434,202190,202624,0.434,202.19,202.624,fixation
112.0,277.0,20,158,202682,202840,0.158,202.682,202.84,fixation
126.0,282.0,20,159,202890,203049,0.159,202.89,203.049,fixation
119.0,274.0,12,92,203098,203190,0.092,203.098,203.19,fixation
104.0,283.0,14,108,203307,203415,0.108,203.307,203.415,fixation
159.0,278.0,21,166,203482,203648,0.166,203.482,203.648,fixation
185.0,292.0,19,150,203673,203823,0.15,203.673,203.823,fixation
216.0,298.0,13,100,203865,203965,0.1,203.865,203.965,fixation
202.0,273.0,8,58,203982,204040,0.058,203.982,204.04,fixation
151.0,274.0,11,83,204115,204198,0.083,204.115,204.198,fixation
145.0,274.0,53,433,204290,204723,0.433,204.29,204.723,fixation
124.0,282.0,31,292,204773,205065,0.292,204.773,205.065,fixation
306.0,298.0,27,217,205173,205390,0.217,205.173,205.39,fixation
213.0,289.0,17,134,205498,205632,0.134,205.498,205.632,fixation
557.0,272.0,9,67,205815,205882,0.067,205.815,205.882,fixation
549.0,256.0,26,208,205932,206140,0.208,205.932,206.14,fixation
182.0,177.0,13,117,206198,206315,0.117,206.198,206.315,fixation
190.0,178.0,14,108,206365,206473,0.108,206.365,206.473,fixation
241.0,263.0,13,100,206573,206673,0.1,206.573,206.673,fixation
242.0,257.0,8,58,206715,206773,0.058,206.715,206.773,fixation
164.0,203.0,16,125,206823,206948,0.125,206.823,206.948,fixation
149.0,197.0,10,75,207140,207215,0.075,207.14,207.215,fixation
198.0,597.0,14,109,207331,207440,0.109,207.331,207.44,fixation
172.0,773.0,19,150,207548,207698,0.15,207.548,207.698,fixation
151.0,812.0,39,317,207731,208048,0.317,207.731,208.048,fixation
127.0,805.0,23,183,208098,208281,0.183,208.098,208.281,fixation
239.0,806.0,24,191,208315,208506,0.191,208.315,208.506,fixation
231.0,788.0,12,92,208523,208615,0.092,208.523,208.615,fixation
181.0,791.0,11,83,208640,208723,0.083,208.64,208.723,fixation
176.0,790.0,16,125,208781,208906,0.125,208.781,208.906,fixation
142.0,814.0,23,184,208931,209115,0.184,208.931,209.115,fixation
198.0,803.0,27,216,209148,209364,0.216,209.148,209.364,fixation
221.0,783.0,49,400,209398,209798,0.4,209.398,209.798,fixation
109.0,797.0,29,234,209839,210073,0.234,209.839,210.073,fixation
208.0,789.0,31,250,210123,210373,0.25,210.123,210.373,fixation
156.0,473.0,26,208,210598,210806,0.208,210.598,210.806,fixation
161.0,527.0,8,58,210898,210956,0.058,210.898,210.956,fixation
180.0,609.0,16,125,210989,211114,0.125,210.989,211.114,fixation
146.0,582.0,42,342,211314,211656,0.342,211.314,211.656,fixation
340.0,609.0,14,109,211714,211823,0.109,211.714,211.823,fixation
210.0,598.0,23,183,211956,212139,0.183,211.956,212.139,fixation
144.0,609.0,29,233,212173,212406,0.233,212.173,212.406,fixation
126.0,612.0,24,192,212431,212623,0.192,212.431,212.623,fixation
223.0,619.0,15,117,212656,212773,0.117,212.656,212.773,fixation
194.0,640.0,19,149,212798,212947,0.149,212.798,212.947,fixation
123.0,627.0,89,733,213023,213756,0.733,213.023,213.756,fixation
193.0,605.0,22,175,213781,213956,0.175,213.781,213.956,fixation
351.0,609.0,12,92,213997,214089,0.092,213.997,214.089,fixation
334.0,592.0,14,108,214106,214214,0.108,214.106,214.214,fixation
