x,y,count,duration_ms,start_ms,end_ms,duration_s,start_s,end_s,type
352.0,569.0,10,75,104387,104462,0.075,104.387,104.462,fixation
464.0,568.0,12,92,104504,104596,0.092,104.504,104.596,fixation
534.0,571.0,21,167,104637,104804,0.167,104.637,104.804,fixation
389.0,575.0,19,150,104862,105012,0.15,104.862,105.012,fixation
487.0,565.0,43,350,105087,105437,0.35,105.087,105.437,fixation
377.0,566.0,28,225,105479,105704,0.225,105.479,105.704,fixation
412.0,559.0,29,234,105720,105954,0.234,105.72,105.954,fixation
244.0,565.0,39,317,105995,106312,0.317,105.995,106.312,fixation
183.0,562.0,12,92,106345,106437,0.092,106.345,106.437,fixation
395.0,386.0,27,217,106595,106812,0.217,106.595,106.812,fixation
381.0,363.0,10,75,106837,106912,0.075,106.837,106.912,fixation
397.0,389.0,14,108,106937,107045,0.108,106.937,107.045,fixation
193.0,648.0,24,192,107137,107329,0.192,107.137,107.329,fixation
284.0,636.0,16,125,107370,107495,0.125,107.37,107.495,fixation
467.0,401.0,16,125,107795,107920,0.125,107.795,107.92,fixation
456.0,387.0,9,67,107945,108012,0.067,107.945,108.012,fixation
467.0,383.0,39,391,108112,108503,0.391,108.112,108.503,fixation
476.0,561.0,22,175,108637,108812,0.175,108.637,108.812,fixation
480.0,564.0,76,625,108828,109453,0.625,108.828,109.453,fixation
575.0,553.0,42,350,109487,109837,0.35,109.487,109.837,fixation
326.0,598.0,19,150,110278,110428,0.15,110.278,110.428,fixation
433.0,586.0,10,75,110462,110537,0.075,110.462,110.537,fixation
402.0,569.0,8,59,110653,110712,0.059,110.653,110.712,fixation
543.0,428.0,16,125,110870,110995,0.125,110.87,110.995,fixation
534.0,425.0,9,67,111036,111103,0.067,111.036,111.103,fixation
1910.0,984.0,21,167,111203,111370,0.167,111.203,111.37,fixation
1961.0,1008.0,18,141,111545,111686,0.141,111.545,111.686,fixation
1929.0,1016.0,22,175,111753,111928,0.175,111.753,111.928,fixation
1910.0,1035.0,18,142,111953,112095,0.142,111.953,112.095,fixation
1934.0,1027.0,31,250,112220,112470,0.25,112.22,112.47,fixation
